tube_assembly_id,cost
TA-00013,10.0042843709486
TA-00021,3.4330608770163
TA-00022,8.5631777791379
TA-00027,2.73754611262888
TA-00037,1.56351719034292
TA-00046,228.148317132476
TA-00047,7.83427830605988
TA-00048,2.94063642383
TA-00062,2.37587843514742
TA-00063,1.54960689505517
TA-00064,2.18391636017649
TA-00066,1.26305481212755
TA-00073,10.7470941393144
TA-00088,7.56163651842001
TA-00101,7.09425059675167
TA-00164,0.93477184333669
TA-00166,9.45621873661134
TA-00168,3.04079054990179
TA-00180,11.7347251047445
TA-00211,6.88559616743544
TA-00214,11.4509550808745
TA-00215,8.1263945071026
TA-00218,9.3477184333669
TA-00219,7.08034030146392
TA-00229,9.04447399609399
TA-00243,1.41328600123523
TA-00248,3.68622825125332
TA-00254,8.0596250897214
TA-00272,5.9758628556167
TA-00282,10.1461693828837
TA-00283,1.58299160374576
TA-00285,1.59133778091841
TA-00304,7.97894537705246
TA-00306,5.44170751656716
TA-00324,5.91465755635061
TA-00331,14.1384241304674
TA-00332,1.37990129254464
TA-00348,9.8178864140928
TA-00350,27.4450126027275
TA-00351,23.216282835252
TA-00353,6.31527406063776
TA-00354,7.82036801077213
TA-00356,8.26827951903763
TA-00358,6.62408261602577
TA-00365,14.0327058862806
TA-00372,12.9866516806419
TA-00374,5.01883453981961
TA-00376,5.31373279991988
TA-00378,16.3807637308525
TA-00398,5.90352932012041
TA-00400,5.90352932012041
TA-00402,1.83615897798278
TA-00414,12.015713069557
TA-00416,12.936574617606
TA-00417,5.84510607991186
TA-00430,15.5044151277243
TA-00436,1.43554247369563
TA-00446,4.10631916894332
TA-00454,22.7516789726412
TA-00465,6.47385142691809
TA-00469,50.5027180716992
TA-00485,1.79999221023464
TA-00486,9.8123222959777
TA-00518,4.55979479532392
TA-00528,1.47449130050133
TA-00529,6.29858170629246
TA-00534,4.82130834673358
TA-00540,220.889925051329
TA-00542,6.34309465121326
TA-00548,1.37711923348709
TA-00566,63.8816400794556
TA-00571,14.5167841622942
TA-00587,6.96627588010438
TA-00590,17.8886397400444
TA-00601,71.9162266376591
TA-00612,41.7308858632451
TA-00615,5.5223872292361
TA-00619,29.153196864063
TA-00637,1.39102952877484
TA-00641,2.32858343116908
TA-00642,2.46490432498901
TA-00651,15.4098251197676
TA-00657,2.09210841127735
TA-00665,1.2714009893002
TA-00667,2.35362196268702
TA-00668,1.45501688709848
TA-00670,173.027381025244
TA-00672,8.43242100343306
TA-00675,2.28128842719073
TA-00692,25.5587765617089
TA-00694,94.8988165120769
TA-00702,11.5817118565793
TA-00703,2.9684570144055
TA-00704,8.65220366897949
TA-00711,687.157458978539
TA-00729,8.01789420385816
TA-00746,10.4577599973292
TA-00754,3.31343233754166
TA-00765,83.1752196435626
TA-00774,16.09977576604
TA-00798,8.42963894437551
TA-00801,9.59810374854637
TA-00816,12.2438419122761
TA-00817,8.0596250897214
TA-00827,2.44542991158616
TA-00830,5.39441251258882
TA-00852,13.189741991843
TA-00856,2.40091696666537
TA-00860,3.73074119617411
TA-00883,9.09176900007233
TA-00911,23.7782587648771
TA-00912,5.45005369373981
TA-00926,10.0487973158694
TA-00935,109.042804760659
TA-00936,109.588088335939
TA-00941,6.97740411633458
TA-00942,3.07973937670749
TA-00955,7.30846914418299
TA-00963,4.06180622402252
TA-00965,4.48746125982762
TA-00968,15.9801472265653
TA-00986,82.2321016230532
TA-01000,5.03830895322246
TA-01017,4.256550358051
TA-01031,2.59566110069385
TA-01039,65.7706581795318
TA-01067,17.3517023419373
TA-01083,1.95300545839987
TA-01085,1.98082604897537
TA-01086,2.02533899389616
TA-01087,7.56720063653511
TA-01091,11.8154048174135
TA-01094,9.57028315797088
TA-01096,8.32113864113107
TA-01104,3.67788207408067
TA-01108,5.38328427635862
TA-01111,11.2673391830762
TA-01117,567.868330708924
TA-01131,3.18823967995193
TA-01136,3.47200970382199
TA-01153,2.22564724603974
TA-01154,3.71961295994391
TA-01158,21.869766251398
TA-01159,7.00522470691008
TA-01160,6.19842758022067
TA-01161,7.45591827423312
TA-01163,8.88589662981366
TA-01170,11.1588388798317
TA-01194,35.0678544204136
TA-01202,42.1954897258559
TA-01228,6.88559616743544
TA-01231,14.2218859021939
TA-01236,3.8642800309365
TA-01252,12.4218936919593
TA-01259,1.38824746971729
TA-01264,19.212899851438
TA-01282,21.3300467942333
TA-01317,118.309843481357
TA-01319,104.733395280515
TA-01322,11.0364282812996
TA-01323,10.3854264618329
TA-01327,2.54558403765795
TA-01333,11.7736739315502
TA-01341,34.7423535106803
TA-01353,8.69115249578518
TA-01366,3.03800849084424
TA-01367,3.78638237732511
TA-01376,7.45313621517557
TA-01381,10.1461693828837
TA-01383,9.94586113074008
TA-01385,80.6185073696744
TA-01386,21.0017638254425
TA-01387,137.08596006076
TA-01392,9.17523077179882
TA-01394,9.72051434707856
TA-01396,5.5335154654663
TA-01411,10.0404511386968
TA-01415,24.2818114542935
TA-01416,10.4076829342933
TA-01422,15.0175547926531
TA-01423,6.07601698168849
TA-01430,61.2525942700712
TA-01449,2.77093082131947
TA-01453,39.7945727591905
TA-01464,2.47881462027676
TA-01465,2.32858343116908
TA-01473,4.31219153920199
TA-01475,3.22162438864252
TA-01490,5.69487489080418
TA-01492,3.43584293607385
TA-01494,5.15515543363955
TA-01495,4.96597541772617
TA-01496,9.93195083545234
TA-01521,17.8385626770085
TA-01523,18.5479877366837
TA-01533,11.0753771081053
TA-01552,3.23275262487272
TA-01553,23.0382310555688
TA-01568,9.16966665368372
TA-01570,9.16966665368372
TA-01582,4.96597541772617
TA-01584,772.805929124263
TA-01586,6.47663348597564
TA-01604,123.873961596457
TA-01607,10.5912988320916
TA-01619,352.358907874896
TA-01623,9.64818081158227
TA-01633,6.29858170629246
TA-01637,3.06026496330464
TA-01639,4.6599489213957
TA-01660,3.07695731764994
TA-01683,3.69179236936842
TA-01686,37.6523872848773
TA-01707,1.82781280081014
TA-01710,4.16752446820941
TA-01716,8.44076718060571
TA-01730,4.25376829899345
TA-01731,3.93104944831769
TA-01739,50.3552689416491
TA-01748,3.64449736539007
TA-01756,6.94958352575908
TA-01760,93.7359158260211
TA-01779,2.57340462823345
TA-01780,2.59844315975139
TA-01791,103.027993078237
TA-01793,102.632940692065
TA-01797,17.4629847042393
TA-01817,92.7705413330514
TA-01830,29.2811715807103
TA-01835,3.44140705418895
TA-01838,14.536258575697
TA-01839,3.33847086905961
TA-01840,13.8045770435615
TA-01861,68.0936774925858
TA-01865,6.22903022985372
TA-01873,12.5359581133188
TA-01876,8.31001040490088
TA-01884,9.97368172131558
TA-01895,14.3220400282657
TA-01918,6.92176293518359
TA-01931,6.97183999821948
TA-01933,4.50415361417292
TA-01935,222.534121954341
TA-01940,188.128397589624
TA-01947,45.8177306187856
TA-01949,180.002003082521
