id,cost
1,26.88111359223417
2,16.28778862180941
3,9.191387359508358
4,9.93697642360707
5,8.458104116563241
6,8.633351428955056
7,7.682059797235212
8,7.537163016344168
9,23.709067709887123
10,15.610763869923819
11,7.427605175975867
12,7.522020768018841
13,6.859366300016812
14,5.702551844040752
15,5.459232280351579
16,5.380080235313722
17,35.17808483803927
18,24.349410096258087
19,16.335858957282014
20,13.50871141105847
21,12.203937464374564
22,11.907665778025823
23,10.913191106070833
24,10.925866003171535
25,26.88111359223417
26,16.28778862180941
27,9.191387359508358
28,9.93697642360707
29,8.458104116563241
30,8.633351428955056
31,7.682059797235212
32,7.537163016344168
33,23.709067709887123
34,15.610763869923819
35,7.427605175975867
36,7.522020768018841
37,6.859366300016812
38,5.702551844040752
39,5.459232280351579
40,5.380080235313722
41,11.77065265460984
42,38.84446711761889
43,11.58905784034184
44,69.58417099139545
45,41.8772284904429
46,30.992551007455816
47,11.907091821684377
48,11.585858394145056
49,11.046829787171752
50,10.95805538605268
51,11.269440220906215
52,75.9198066970143
53,68.20864872492146
54,44.2162247775548
55,8.570570759802076
56,10.577418857277499
57,13.494477016093313
58,34.593484110667674
59,11.610403661504069
60,9.004925554879565
61,9.211756187009922
62,7.791898737419633
63,42.33402390769589
64,24.895367244922422
65,15.330001733925638
66,14.875414691372823
67,13.866820037501483
68,14.26082507612137
69,12.75381582311033
70,12.89694001033456
71,12.799712788008522
72,10.269550283996908
73,10.671912139388978
74,9.49050843731249
75,11.769429324947383
76,23.76679884620668
77,15.6495784139757
78,7.693996775746037
79,7.541933089915055
80,6.877729200332555
81,5.7182128443454525
82,5.474323858215825
83,5.536997340768219
84,15.203961066419176
85,19.360269918167315
86,14.776873198952337
87,14.776873198952337
88,14.270508780030472
89,29.9964975166718
90,19.45866089626359
91,10.709428135565574
92,10.269550283996908
93,9.714857054003662
94,9.073804020012377
95,7.82036355180248
96,7.9710801947341
97,7.648626995251117
98,29.9964975166718
99,19.45866089626359
100,10.709428135565574
101,10.269550283996908
102,9.714857054003662
103,9.073804020012377
104,7.82036355180248
105,7.9710801947341
106,45.806092984657084
107,26.97019963845364
108,15.488809935702772
109,15.629121357214675
110,15.058004526636516
111,15.178059907712338
112,13.580473548188593
113,13.022741977431707
114,6.787193487759764
115,10.133954854730652
116,29.202801331635033
117,18.376190702519338
118,18.32606969265526
119,16.108887450167583
120,67.93740983769011
121,46.413499288276704
122,49.977342950961315
123,38.481613843683334
124,23.615310071733173
125,14.310259021387798
126,9.931598009188262
127,7.405221493107382
128,6.751648027972704
129,5.430510919919745
130,4.689584878530541
131,44.469765199253956
132,103.00999171885901
133,64.81878154506217
134,56.62923919183521
135,54.22191262622064
136,7.112149349646694
137,11.868719554739076
138,12.743905513965194
139,9.88453602898954
140,10.970534865294773
141,9.555347790167186
142,29.9964975166718
143,19.45866089626359
144,10.709428135565574
145,10.269550283996908
146,9.714857054003662
147,9.073804020012377
148,7.82036355180248
149,7.9710801947341
150,12.48384250229422
151,38.21347115174834
152,24.716242355467788
153,13.301275250160241
154,12.707593651207507
155,10.998944576919037
156,10.104008216615352
157,9.973603018036485
158,10.25935295422636
159,63.92210495709941
160,43.34508175850219
161,45.795147953755226
162,45.10555678903563
163,36.26033396807106
164,21.43107592041126
165,16.667543543381516
166,16.667543543381516
167,28.21410748240667
168,15.610763869923819
169,10.083502386308785
170,7.522020768018841
171,6.859366300016812
172,5.702551844040752
173,5.459232280351579
174,5.380080235313722
175,18.55943588651163
176,11.08129542808653
177,9.156852994349261
178,16.799886477484435
179,10.447447692455935
180,7.843728982593298
181,31.566762476746746
182,22.7735666092064
183,10.986376257512775
184,7.708982018778935
185,59.949636235822574
186,36.024621241907745
187,30.401551269883562
188,11.3674190549033
