id,cost
1,27.3185889751
2,21.576139611
3,15.7941615861
4,12.4741814349
5,9.13134790511
6,7.21191117948
7,5.69594581229
8,4.16954516272
9,21.5988104304
10,17.0586756769
11,12.4872885022
12,9.86242299453
13,7.21948899177
14,5.70193074571
15,4.50336779596
16,3.29655443159
17,24.8192337182
18,19.6021563277
19,14.3491667211
20,11.3329288258
21,8.29592838876
22,6.5520993519
23,5.17482841045
24,3.78807690202
25,27.8424426665
26,21.9898776848
27,16.0970260517
28,12.7133828811
29,9.306448102
30,7.35020478964
31,5.80516969069
32,4.24949920527
33,22.123561131
34,17.4731222059
35,12.790671571
36,10.102034032
37,7.39488901756
38,5.84046115984
39,4.61277870142
40,3.37664538165
41,29.0416401425
42,3.30729191584
43,23.4559096312
44,27.9327008656
45,22.0611633396
46,16.1492085631
47,12.7545964721
48,9.33661726694
49,7.3740323056
50,5.82398859131
51,4.26327501329
52,27.7130278994
53,19.0655727869
54,16.022205286
55,23.6151862716
56,24.9394808519
57,0
58,18.5635370349
59,15.6003076609
60,12.3210761864
61,10.7324541471
62,9.01927183041
63,24.372637697
64,19.24943613
65,14.0909685496
66,11.1290046845
67,8.14665187794
68,6.43420121152
69,5.08171281289
70,3.71991444013
71,12.6875592196
72,10.0205962063
73,8.72858731527
74,7.91423681984
75,3.82474078909
76,21.1151194103
77,16.6766579604
78,12.2076439665
79,9.64156057925
80,7.05781332883
81,5.57423979218
82,4.40251786396
83,3.22273028368
84,25.082354763
85,17.255763684
86,13.6285503867
87,11.8713487283
88,10.7637882069
89,21.9193934853
90,17.3118712119
91,12.6726326493
92,10.0088072458
93,7.32664516335
94,5.78656236853
95,4.57020959775
96,3.34548395453
97,4.71847431094
98,20.3001631802
99,16.033007975
100,11.7364794275
101,9.26943623988
102,6.78541094119
103,5.35909720368
104,4.23259889304
105,3.09834623113
106,19.8219618325
107,15.6553259853
108,11.4600087297
109,9.05108051225
110,6.62557022326
111,5.23285548422
112,4.13289356176
113,3.02535995362
114,24.2734473053
115,24.8257692528
116,24.8257692528
117,19.6073180733
118,17.0792420229
119,15.4858009882
120,30.8873230794
121,24.3947150996
122,21.2493744278
123,17.8574146755
124,25.3076819683
125,19.9879312902
126,14.6315616353
127,11.5559634817
128,8.4591941749
129,6.68104617996
130,5.27667022838
131,20.4358218006
132,14.0591150636
133,11.8149100584
134,10.5361436783
135,9.67216871929
136,26.9410329857
137,12.3017822704
138,10.7156478986
139,9.71591072922
140,9.00514830175
141,0
142,20.0932299753
143,15.8695727505
144,11.6168416058
145,9.17494664725
146,6.71624268768
147,5.30446832458
148,4.18945316823
149,3.06676270591
150,22.4184937173
151,31.1750271537
152,24.6219429143
153,18.023749937
154,14.2351036252
155,10.4203778296
156,8.22998314649
157,6.5000159974
158,4.75814046564
159,42.1658029012
160,33.302424625
161,29.008565475
162,26.3021550545
163,24.3780344965
164,19.253698506
165,14.0940886932
166,11.1314689647
167,21.0096166582
168,16.5933322034
169,12.1466478618
170,9.59338603876
171,7.02254861093
172,5.54638782378
173,4.38052046288
174,3.20662775035
175,15.2486088256
176,12.0433055014
177,8.81593818681
178,23.1742512262
179,32.2872813332
180,32.2872813332
181,21.527496111
182,14.810147975
183,12.4460583389
184,9.82985953529
185,22.6029542758
186,17.8517454733
187,13.0678313027
188,10.3209339566
189,7.55512809844
190,5.96701750516
191,4.71273252326
192,3.44981355917
193,27.5144397434
194,27.5144397434
195,21.5859218161
196,17.048496288
197,12.4798369879
198,9.85653781088
199,7.21518092076
200,5.69852824415
201,4.50068051044
202,3.29458728535
203,21.2568608713
204,16.7886049411
205,12.2895913739
206,9.70628239574
207,7.10519098054
208,5.61165851936
209,4.43207106242
210,3.24436381036
211,21.1465758837
212,16.7015021887
213,12.2258304338
214,9.65592419653
215,7.0683277812
216,5.58254407511
217,4.40907656171
218,3.22753138035
219,20.7743640503
220,16.4075303994
221,12.0106372609
222,9.48596527419
223,6.94391448341
224,5.48428282579
225,4.3314701218
226,3.17072192907
227,21.1603615071
228,16.7123900328
229,12.2338005513
230,9.66221897143
231,7.07293568112
232,5.58618338064
233,4.4119508743
234,3.2296354341
235,21.1603615071
236,16.7123900328
237,12.2338005513
238,9.66221897143
239,7.07293568112
240,5.58618338064
241,4.4119508743
242,3.2296354341
243,12.9081422355
244,11.2438266407
245,10.1948120104
246,9.44901580727
247,25.9688739321
248,20.5101387195
249,15.0138278177
250,11.8578761657
251,8.68020024002
252,6.85559610713
253,5.41452923717
254,3.96354265529
255,20.1232364809
256,21.2154703991
257,16.7559148703
258,12.2656615945
259,9.68738272778
260,7.09135604922
261,5.6007317321
262,4.42344111864
263,3.23804652056
264,32.4206315024
265,34.1536348801
266,26.9744383602
267,19.7458232027
268,15.5951919239
269,11.4159894056
270,9.01631418213
271,7.1210578902
272,5.21275543307
273,26.7489312664
274,0
275,19.9619092753
276,15.7658560557
277,11.5409189307
278,9.11498314624
279,6.67234821716
280,5.26980060346
281,4.16207270609
282,3.04671966526
283,21.055681443
284,21.055681443
285,16.1085144282
286,12.7224563664
287,11.0820822407
288,10.0481578681
289,22.9080320102
290,18.0926949527
291,13.2442110945
292,10.460238187
293,7.65710155445
294,6.04755583478
295,4.77634145436
296,3.49637655673
297,21.1363039756
298,16.6933894666
299,12.2198917605
300,9.65123385015
301,7.06489435475
302,5.5798323652
303,4.40693486136
304,3.22596361327
305,0
306,28.8634328259
307,28.8634328259
308,22.7962526495
309,16.6873084989
310,13.179586187
311,9.64771815665
312,7.61973885493
313,6.01804688679
314,4.40532952959
315,20.6684897872
316,16.323911224
317,11.9494263681
318,9.43762109475
319,6.90852558644
320,5.45633278113
321,4.30939526038
322,3.15456269324
323,3.10939454041
324,30.9415685641
325,24.4375580207
326,17.8887765424
327,14.1285020431
328,10.3423433599
329,8.16835175644
330,6.45133971045
331,4.72250845939
332,29.2632159062
333,23.1120001269
334,16.9184419068
335,13.3621346591
336,9.78134725427
337,7.72527871531
338,6.10140195188
339,4.46634708838
340,29.2632159062
341,23.1120001269
342,16.9184419068
343,13.3621346591
344,9.78134725427
345,7.72527871531
346,6.10140195188
347,4.46634708838
348,21.460362012
349,14.7639621141
350,12.4072449578
351,9.79920484328
352,8.53574112096
353,7.17321205279
354,0
355,15.8709148562
356,12.5348009374
357,10.9186222265
358,12.2644232123
359,8.97780073115
360,7.09064008216
361,33.8415094669
362,10.6308844312
363,13.982343946
364,11.0432132985
365,9.61935293397
366,8.7218967312
367,7.59733608716
368,6.88852787076
369,66.4198600608
370,22.0150701616
371,17.3874363638
372,12.7279478373
373,10.0524950153
374,7.35862547603
375,5.81182032354
376,4.59015825484
377,3.36008676667
378,23.2268738244
379,18.344515261
380,15.9792591094
381,14.4884431157
382,13.4285485483
383,28.460194512
384,22.477776239
385,16.4541774579
386,12.9954599902
387,9.51293413337
388,7.51328683772
389,5.93397140298
390,4.34378461003
391,30.8588548233
392,24.3722309564
393,17.8409558373
394,14.0907333937
395,10.3146959604
396,8.14651592326
397,6.43409383492
398,4.70988413688
399,28.7496926047
400,22.706420964
401,16.6215499257
402,13.1276502632
403,9.60970003165
404,7.58971225386
405,5.99433196736
406,4.38796973881
407,16.4626515361
408,13.0021527918
409,11.3257159148
410,29.6661013849
411,0
412,25.5790399283
413,20.2022489928
414,14.7884464389
415,11.679870629
416,8.54989666111
417,6.75268273145
418,5.33324856182
419,3.90404359089
420,30.582196247
421,24.1537268428
422,17.681006498
423,13.9644058853
424,10.2222217219
425,8.07348004716
426,6.3764103191
427,4.66765866068
428,30.582196247
429,24.1537268428
430,17.681006498
431,13.9644058853
432,10.2222217219
433,8.07348004716
434,6.3764103191
435,4.66765866068
436,31.7953802094
437,25.1118958965
438,18.3824052252
439,14.5183684957
440,10.6277333259
441,8.39375189536
442,6.62936006392
443,4.85282288445
444,23.5609901139
445,18.608399304
446,13.6217168949
447,10.7583911356
448,7.87535541881
449,6.21993208204
450,4.91248369728
451,3.59603537533
452,19.8525212968
453,15.6794617584
