tube_assembly_id,quantity,cost
TA-00002,1,21.9059330191461
TA-00002,2,12.3412139792904
TA-00002,5,6.60182614356538
TA-00002,10,4.6877695119712
TA-00002,25,3.54156118026073
TA-00002,50,3.22440644770007
TA-00002,100,3.08252143576504
TA-00002,250,2.99905966403855
TA-00004,1,21.9727024365273
TA-00004,2,12.4079833966715
TA-00004,5,6.66859556094657
TA-00004,10,4.75453892935239
TA-00004,25,3.60833059764193
TA-00004,50,3.29117586508126
TA-00004,100,3.14929085314623
TA-00004,250,3.06582908141974
TA-00005,1,28.3742203279491
TA-00005,2,16.5143025656149
TA-00005,5,9.3977954964028
TA-00005,10,7.02748117937048
TA-00005,25,5.60306694190504
TA-00005,50,5.19410426044524
TA-00005,100,5.00770630358941
TA-00005,250,4.89642394128743
TA-00012,1,22.4150498266777
TA-00012,2,12.8503307868219
TA-00012,5,7.11372501015452
TA-00012,10,5.19966837856034
TA-00012,25,4.05067798779232
TA-00012,50,3.73630531428921
TA-00012,100,3.59442030235418
TA-00012,250,3.51095853062769
TA-00014,1,21.9949589089877
TA-00014,2,12.4302398691319
TA-00014,5,6.69085203340696
TA-00014,10,4.77957746087034
TA-00014,25,3.63058707010232
TA-00014,50,3.31621439659921
TA-00014,100,3.17432938466418
TA-00014,250,3.08808555388014
TA-00024,1,20.9349944080613
TA-00024,2,11.3702753682055
TA-00024,5,5.63366959153809
TA-00024,10,3.71961295994391
TA-00024,25,2.57340462823345
TA-00024,50,2.25624989567278
TA-00024,100,2.11436488373775
TA-00024,250,2.03090311201126
TA-00025,1,20.7819811598961
TA-00025,2,11.2172621200403
TA-00025,5,5.47787428431531
TA-00025,10,3.56659971177868
TA-00025,25,2.41760932101067
TA-00025,50,2.10323664750755
TA-00025,100,1.96135163557252
TA-00025,250,1.87788986384603
TA-00052,1,29.5593774864653
TA-00052,2,17.699459724131
TA-00052,5,10.582952654919
TA-00052,10,8.20985627882909
TA-00052,25,6.7882241004212
TA-00052,50,6.3792614189614
TA-00052,100,6.19286346210557
TA-00052,250,6.08158109980359
TA-00056,1,28.646862115589
TA-00056,2,16.7869443532547
TA-00056,5,9.67043728404266
TA-00056,10,7.30012296701034
TA-00056,25,5.87570872954491
TA-00056,50,5.46952810714266
TA-00056,100,5.28034809122928
TA-00056,250,5.16906572892729
TA-00061,1,21.3217006170607
TA-00061,2,11.7569815772049
TA-00061,5,6.02037580053749
TA-00061,10,4.10631916894332
TA-00061,25,2.9573287781753
TA-00061,50,2.64295610467219
TA-00061,100,2.50107109273716
TA-00061,250,2.41760932101067
TA-00076,1,22.5068577755769
TA-00076,2,12.9421387357211
TA-00076,5,7.2027508999961
TA-00076,10,5.29147632745948
TA-00076,25,4.14248593669146
TA-00076,50,3.8253312041308
TA-00076,100,3.68622825125332
TA-00076,250,3.59998442046928
TA-00078,1,21.6054706409308
TA-00078,2,12.040751601075
TA-00078,5,6.30136376535001
TA-00078,10,4.38730713375583
TA-00078,25,3.24109880204537
TA-00078,50,2.92394406948471
TA-00078,100,2.78205905754967
TA-00078,250,2.69859728582318
TA-00080,1,21.5387012235496
TA-00080,2,11.9739821836938
TA-00080,5,6.23459434796882
TA-00080,10,4.32053771637464
TA-00080,25,3.17432938466418
TA-00080,50,2.85717465210351
TA-00080,100,2.71807169922603
TA-00080,250,2.63182786844199
TA-00082,1,21.4914062195712
TA-00082,2,11.9266871797154
TA-00082,5,6.18729934399047
TA-00082,10,4.2732427123963
TA-00082,25,3.12703438068583
TA-00082,50,2.80987964812517
TA-00082,100,2.66799463619014
TA-00082,250,2.58453286446365
TA-00083,1,21.4914062195712
TA-00083,2,11.9266871797154
TA-00083,5,6.18729934399047
TA-00083,10,4.2732427123963
TA-00083,25,3.12703438068583
TA-00083,50,2.80987964812517
TA-00083,100,2.66799463619014
TA-00083,250,2.58453286446365
TA-00084,1,21.5971244637581
TA-00084,2,12.0324054239023
TA-00084,5,6.29301758817736
TA-00084,10,4.37896095658319
TA-00084,25,3.23275262487272
TA-00084,50,2.91559789231206
TA-00084,100,2.77371288037702
TA-00084,250,2.69025110865053
TA-00085,1,21.5637397550675
TA-00085,2,11.9990207152117
TA-00085,5,6.25963287948677
TA-00085,10,4.34557624789259
TA-00085,25,3.19936791618212
TA-00085,50,2.88221318362146
TA-00085,100,2.74311023074398
TA-00085,250,2.65686639995994
TA-00086,1,21.1909438413559
TA-00086,2,11.6262248015001
TA-00086,5,5.88683696577511
TA-00086,10,3.97556239323848
TA-00086,25,2.82657200247047
TA-00086,50,2.51219932896735
TA-00086,100,2.37031431703232
TA-00086,250,2.28685254530583
TA-00087,1,21.2159823728738
TA-00087,2,11.651263333018
TA-00087,5,5.91187549729306
TA-00087,10,4.00060092475643
TA-00087,25,2.85161053398842
TA-00087,50,2.5372378604853
TA-00087,100,2.39535284855027
TA-00087,250,2.30910901776623
TA-00091,1,21.5387012235496
TA-00091,2,11.9739821836938
TA-00091,5,6.23459434796882
TA-00091,10,4.32053771637464
TA-00091,25,3.17432938466418
TA-00091,50,2.85717465210351
TA-00091,100,2.71807169922603
TA-00091,250,2.63182786844199
TA-00092,1,21.5720859322402
TA-00092,2,12.0073668923844
TA-00092,5,6.26797905665941
TA-00092,10,4.35392242506524
TA-00092,25,3.20771409335477
TA-00092,50,2.89055936079411
TA-00092,100,2.75145640791663
TA-00092,250,2.66521257713259
TA-00093,1,21.5971244637581
TA-00093,2,12.0324054239023
TA-00093,5,6.29301758817736
TA-00093,10,4.37896095658319
TA-00093,25,3.23275262487272
TA-00093,50,2.91559789231206
TA-00093,100,2.77371288037702
TA-00093,250,2.69025110865053
TA-00096,1,21.3801238572692
TA-00096,2,11.8154048174135
TA-00096,5,6.07879904074604
TA-00096,10,4.16474240915186
TA-00096,25,3.0185340774414
TA-00096,50,2.70137934488073
TA-00096,100,2.5594943329457
TA-00096,250,2.47603256121921
TA-00099,1,27.3420764175982
TA-00099,2,17.1513940897937
TA-00099,5,11.0364282812996
TA-00099,10,8.99996105117319
TA-00099,25,7.77585506585134
TA-00099,50,7.43644386083028
TA-00099,100,7.2806485536075
TA-00099,250,7.18884060470836
TA-00108,1,31.2369590981677
TA-00108,2,21.0462767703633
TA-00108,5,14.9340930209266
TA-00108,10,12.8948437317427
TA-00108,25,11.6735198054784
TA-00108,50,11.3313265413998
TA-00108,100,11.1783132932346
TA-00108,250,11.0865053443354
TA-00119,1,21.6555477039667
TA-00119,2,12.0908286641109
TA-00119,5,6.3514408283859
TA-00119,10,4.44016625584928
TA-00119,25,3.29117586508126
TA-00119,50,2.97680319157815
TA-00119,100,2.83491817964312
TA-00119,250,2.74867434885908
TA-00120,1,21.4663676880533
TA-00120,2,11.9016486481975
TA-00120,5,6.16504287153008
TA-00120,10,4.2509862399359
TA-00120,25,3.10199584916789
TA-00120,50,2.78762317566477
TA-00120,100,2.64573816372974
TA-00120,250,2.56227639200325
TA-00121,1,21.4663676880533
